step,train_loss
12850,2.5230720329284666
12900,2.5286803150177004
12950,2.528875136375427
13000,2.5178680753707887
13050,2.519430704116821
13100,2.517209005355835
13150,2.516893563270569
13200,2.518103928565979
13250,2.522799601554871
13300,2.526417779922485
13350,2.52718918800354
13400,2.5279237461090087
13450,2.5219696140289307
13500,2.528177318572998
13550,2.5220662498474122
13600,2.5212416744232176
13650,2.522075443267822
13700,2.519795379638672
13750,2.5141297340393067
13800,2.517179698944092
13850,2.519029321670532
13900,2.5262060022354125
13950,2.5214479780197143
14000,2.5204395914077757
14050,2.5126152276992797
14100,2.5157159185409546
14150,2.5242673110961915
14200,2.510461897850037
14250,2.5183765172958372
14300,2.5173174428939817
14350,2.5148079347610475
14400,2.5159938812255858
14450,2.509688901901245
14500,2.517058935165405
14550,2.5209407806396484
14600,2.5173369884490966
14650,2.5140496635437013
14700,2.514522771835327
14750,2.51570330619812
14800,2.51652530670166
14850,2.507860794067383
14900,2.5157788944244386
14950,2.517227568626404
15000,2.512234811782837
15050,2.5166910743713378
15100,2.509571409225464
15150,2.510875301361084
15200,2.51382709980011
15250,2.510616774559021
15300,2.5097192096710206
15350,2.509862432479858
15400,2.5104238510131838
15450,2.5157257604598997
15500,2.5142778396606444
15550,2.5100772094726564
15600,2.5038968324661255
15650,2.498582057952881
15700,2.51030547618866
15750,2.5088700580596925
15800,2.503056025505066
15850,2.505932583808899
15900,2.500713152885437
15950,2.5040321922302247
16000,2.510497121810913
16050,2.501610345840454
16100,2.5065947580337524
16150,2.509514207839966
16200,2.5071148920059203
16250,2.5079284715652466
16300,2.5146511030197143
16350,2.502441725730896
16400,2.50905198097229
16450,2.5136240911483765
16500,2.5028536748886108
16550,2.503501272201538
16600,2.511711664199829
16650,2.503665986061096
16700,2.5086319398880006
16750,2.4964332962036133
16800,2.4979191064834594
16850,2.5029957246780397
16900,2.505586919784546
16950,2.506152238845825
17000,2.4958132219314577
17050,2.507868695259094
17100,2.497663736343384
17150,2.5024548101425172
17200,2.503559093475342
17250,2.5014547395706175
17300,2.505393009185791
17350,2.5023566389083864
17400,2.5038053941726686
17450,2.500277948379517
17500,2.5025315999984743
17550,2.4935207557678223
17600,2.500455412864685
17650,2.5021095275878906
17700,2.503662486076355
17750,2.502457618713379
17800,2.494565930366516
17850,2.498272390365601
17900,2.4975714635849
17950,2.4906771564483643
18000,2.5015142297744752
18050,2.5014994955062866
18100,2.498527011871338
18150,2.4955026292800904
18200,2.4937286281585695
18250,2.501349296569824
18300,2.497866864204407
18350,2.5009784412384035
18400,2.5076843070983887
18450,2.498513388633728
18500,2.500620183944702
18550,2.495815086364746
18600,2.5013192224502565
18650,2.4966744565963745
18700,2.4928305959701538
18750,2.493340587615967
18800,2.492798590660095
18850,2.4965027284622194
18900,2.493653264045715
18950,2.501153712272644
19000,2.49863956451416
19050,2.5070245885849
19100,2.496710638999939
19150,2.497995638847351
19200,2.4948586225509644
19250,2.5026437520980833
19300,2.4923737907409667
19350,2.4999911975860596
19400,2.495830187797546
19450,2.4916001987457275
19500,2.497529706954956
19550,2.492922139167786
19600,2.492341480255127
19650,2.4970063257217405
19700,2.495354566574097
19750,2.505232071876526
19800,2.4983910131454468
19850,2.498611192703247
19900,2.4999740505218506
19950,2.4987578773498536
20000,2.4979180908203125
20050,2.4975205659866333
20100,2.4962179183959963
20150,2.4987803363800047
20200,2.501660785675049
20250,2.4946184396743774
20300,2.5007433176040648
20350,2.4978238439559934
20400,2.495901517868042
20450,2.503340997695923
20500,2.4932227516174317
20550,2.4955539655685426
20600,2.4968753719329833
20650,2.5015617084503172
20700,2.4958295249938964
20750,2.495036497116089
20800,2.4905359601974486
20850,2.5035102367401123
20900,2.500803871154785
20950,2.4973085832595827
21000,2.4954888010025025
21050,2.495182671546936
21100,2.4905052852630614
21150,2.4969887065887453
21200,2.4926472806930544
21250,2.491213140487671
21300,2.4983043670654297
21350,2.491528506278992
21400,2.4919757318496703
21450,2.493365969657898
21500,2.4899635219573977
21550,2.493605923652649
21600,2.490778617858887
21650,2.5001843976974487
21700,2.486880512237549
21750,2.4943740129470826
21800,2.4931490802764893
21850,2.4858148193359373
21900,2.49002076625824
21950,2.496225872039795
22000,2.486952500343323
22050,2.4844879961013793
22100,2.4897364521026613
22150,2.488955202102661
22200,2.4896973609924316
22250,2.490294771194458
22300,2.4902708292007447
22350,2.482779712677002
22400,2.4920419025421143
22450,2.4932662630081177
22500,2.489643120765686
22550,2.490986008644104
22600,2.4933307218551635
22650,2.4961686754226684
22700,2.4885360860824584
22750,2.4921254539489746
22800,2.499678316116333
22850,2.4941775941848756
22900,2.4891094970703125
22950,2.4897591972351076
23000,2.490845880508423
23050,2.4831138324737547
23100,2.4863352251052855
23150,2.489475145339966
23200,2.4869030284881593
23250,2.4865451049804688
23300,2.4921688842773437
23350,2.496229329109192
23400,2.4846733808517456
23450,2.4972066402435305
23500,2.496957392692566
23550,2.481487998962402
23600,2.4939665937423707
23650,2.4924520158767702
23700,2.4879885959625243
23750,2.493211784362793
23800,2.491717562675476
23850,2.4852499389648437
23900,2.493051838874817
23950,2.497299017906189
24000,2.491135458946228
24050,2.4836200189590456
24100,2.4882232618331908
24150,2.4889912891387937
24200,2.486160354614258
24250,2.4908165073394777
24300,2.4870345544815065
24350,2.494803328514099
24400,2.488983840942383
24450,2.485762691497803
24500,2.4921834659576416
24550,2.485289626121521
24600,2.4878420305252074
24650,2.4900761651992798
24700,2.4921183586120605
24750,2.4811021184921263
24800,2.487844953536987
24850,2.482784614562988
24900,2.4865237855911255
24950,2.4868203735351564
25000,2.4827406120300295
25050,2.4879277753829956
25100,2.4859208345413206
25150,2.4806833696365356
25200,2.4830781698226927
25250,2.477118887901306
25300,2.4855703592300413
25350,2.47983726978302
25400,2.476281599998474
25450,2.4760633182525633
25500,2.484020404815674
25550,2.4782473850250244
25600,2.4749708223342894
25650,2.483618965148926
25700,2.4766847896575928
25750,2.484437313079834
25800,2.483541054725647
25850,2.4801990365982056
25900,2.4846904420852662
25950,2.4731002378463747
26000,2.4781523036956785
26050,2.4786803674697877
26100,2.4733290338516234
26150,2.4762195920944214
26200,2.4751332807540893
26250,2.484552068710327
26300,2.4729637336730956
26350,2.4771370983123777
26400,2.4822561597824095
26450,2.4775369787216186
26500,2.471201162338257
26550,2.4704002952575683
26600,2.4780902242660523
26650,2.476146683692932
26700,2.4726477670669555
26750,2.476263608932495
26800,2.4717577075958252
26850,2.4677618312835694
26900,2.4642997694015505
26950,2.47195264339447
27000,2.4725645542144776
27050,2.465788607597351
27100,2.473239874839783
27150,2.467557640075684
27200,2.4793254041671755
27250,2.4722838401794434
27300,2.469097557067871
27350,2.47735857963562
27400,2.474138216972351
27450,2.466039276123047
27500,2.470953359603882
27550,2.4787934160232545
27600,2.467880492210388
27650,2.466592254638672
27700,2.467705421447754
27750,2.475319471359253
27800,2.467818636894226
27850,2.476332631111145
27900,2.465792374610901
27950,2.4676287508010866
28000,2.4669381523132325
28050,2.4693866062164305
28100,2.468331022262573
28150,2.475260405540466
28200,2.4692713832855224
28250,2.4709033870697024
28300,2.4742368030548096
28350,2.4684585189819335
28400,2.4621628761291503
28450,2.465567555427551
28500,2.470969099998474
28550,2.468292713165283
28600,2.4680516386032103
28650,2.463990263938904
28700,2.469454789161682
28750,2.463275365829468
28800,2.46745201587677
28850,2.4606502056121826
28900,2.469948205947876
28950,2.469727005958557
29000,2.4588249015808104
29050,2.459776396751404
29100,2.4667508888244627
29150,2.4686065340042114
29200,2.472873749732971
29250,2.4689436531066895
29300,2.4661234712600706
29350,2.468568444252014
29400,2.4695562410354612
29450,2.4698767042160035
29500,2.470441255569458
29550,2.4753301334381104
29600,2.470544195175171
29650,2.4709770011901857
29700,2.4606228351593016
29750,2.46508385181427
29800,2.473804931640625
29850,2.4629120206832886
29900,2.4735936164855956
29950,2.4737794017791748
30000,2.4834341621398925
30050,2.476226739883423
30100,2.471218218803406
30150,2.470532007217407
30200,2.4751305055618285
30250,2.4673248672485353
30300,2.4634120750427244
30350,2.468244457244873
30400,2.475423197746277
30450,2.4746951723098753
30500,2.4811544227600097
30550,2.473668780326843
30600,2.4700913190841676
30650,2.4738604688644408
30700,2.4726815176010133
30750,2.477448596954346
30800,2.467059836387634
30850,2.4705691576004027
30900,2.4770159769058226
30950,2.467037978172302
31000,2.4723665714263916
31050,2.4738088750839236
31100,2.4675274896621704
31150,2.4752846908569337
31200,2.470938777923584
31250,2.482965211868286
31300,2.466878905296326
31350,2.4715241146087648
31400,2.473755803108215
31450,2.4651510286331177
31500,2.479477243423462
31550,2.4581857824325564
31600,2.4741032028198244
31650,2.4679795837402345
31700,2.4697269296646116
31750,2.4688387632369997
31800,2.470812077522278
31850,2.4649231910705565
31900,2.4724900770187377
31950,2.470652871131897
32000,2.4640349531173706
32050,2.4692426109313965
32100,2.4713653898239136
32150,2.467407145500183
32200,2.4760206174850463
32250,2.4694055795669554
32300,2.4671962070465088
32350,2.467639923095703
32400,2.4740902900695803
32450,2.464665942192078
32500,2.4699554014205933
32550,2.47290678024292
32600,2.462686505317688
32650,2.468424711227417
32700,2.4622089767456057
32750,2.4754522180557252
32800,2.472459955215454
32850,2.467822937965393
32900,2.4680289697647093
32950,2.4552187299728394
33000,2.468730454444885
33050,2.4673399209976195
33100,2.4658870983123777
33150,2.467718410491943
33200,2.465183610916138
33250,2.4634262418746946
33300,2.4687286853790282
33350,2.4714429140090943
33400,2.4714110612869264
33450,2.468552494049072
33500,2.4640827131271363
33550,2.4732513761520387
33600,2.46489999294281
33650,2.474407444000244
33700,2.474191999435425
33750,2.4694785499572753
33800,2.4685659122467043
33850,2.4670143127441406
33900,2.4677853870391844
33950,2.471894097328186
34000,2.4737106561660767
34050,2.4735444021224975
34100,2.467081184387207
34150,2.4695468378067016
34200,2.469833979606628
34250,2.4599796628952024
34300,2.469895625114441
34350,2.476337122917175
34400,2.4727009630203245
34450,2.4749886560440064
34500,2.4672466135025024
34550,2.4688878297805785
34600,2.4720716524124144
34650,2.458118839263916
34700,2.473153052330017
34750,2.470133147239685
34800,2.477941589355469
34850,2.4670210599899294
34900,2.469526081085205
34950,2.4670102977752686
35000,2.469047160148621
35050,2.4810652112960816
35100,2.476197209358215
35150,2.4693851852416993
35200,2.467660174369812
35250,2.4702548503875734
35300,2.471600823402405
35350,2.4732704067230227
35400,2.4620954990386963
35450,2.4708502388000486
35500,2.4706177282333375
35550,2.474494066238403
35600,2.4703245782852172
35650,2.464391827583313
35700,2.462057933807373
35750,2.4620662689208985
35800,2.467000250816345
35850,2.4697389078140257
35900,2.4667675828933717
35950,2.4625076484680175
36000,2.466590209007263
36050,2.4652770280838014
36100,2.4624003744125367
36150,2.4622008085250853
36200,2.4649979066848755
36250,2.472009329795837
36300,2.460947651863098
36350,2.46846230506897
36400,2.4769484996795654
36450,2.463409652709961
36500,2.465687870979309
36550,2.4621748733520508
36600,2.467913980484009
36650,2.4654327201843262
36700,2.4702974796295165
36750,2.4682246923446653
36800,2.4632748651504515
36850,2.459497890472412
36900,2.4646126556396486
36950,2.4660772132873534
37000,2.4602850532531737
37050,2.4688675737380983
37100,2.470168170928955
37150,2.467813057899475
37200,2.462531132698059
37250,2.466286277770996
37300,2.4708817863464354
37350,2.4716929483413694
37400,2.456169261932373
37450,2.4689864349365234
37500,2.460175385475159
37550,2.461935124397278
37600,2.464302477836609
37650,2.4583172178268433
37700,2.466397776603699
37750,2.4554712677001955
37800,2.458863468170166
37850,2.4629495525360108
37900,2.4606759119033814
37950,2.4628276300430296
38000,2.4618987798690797
38050,2.4628527688980104
38100,2.463657102584839
38150,2.460418267250061
38200,2.4572292947769165
38250,2.461678423881531
38300,2.4645951890945437
38350,2.4642573308944704
38400,2.4635293436050416
38450,2.4636089754104615
38500,2.454893741607666
38550,2.4583579969406126
38600,2.4701996183395387
38650,2.455951285362244
38700,2.465033588409424
38750,2.448577461242676
38800,2.459477415084839
38850,2.4620138359069825
38900,2.4587719011306763
38950,2.4656663846969606
39000,2.4693279314041137
39050,2.458514161109924
39100,2.458787651062012
39150,2.458653793334961
39200,2.4717569541931153
39250,2.4596621370315552
39300,2.4646025323867797
39350,2.457502565383911
39400,2.4513176250457764
39450,2.4658007526397707
39500,2.463891477584839
39550,2.4708526611328123
39600,2.468476204872131
39650,2.4639158153533938
39700,2.4560974836349487
39750,2.458712215423584
39800,2.468110785484314
39850,2.469777698516846
39900,2.4662918996810914
39950,2.4589166259765625
40000,2.462283143997192
40050,2.468185601234436
40100,2.4599553108215333
40150,2.4654593658447266
40200,2.46714150428772
40250,2.467606158256531
40300,2.4566411924362184
40350,2.466668658256531
40400,2.469066743850708
40450,2.4643363761901855
40500,2.4636714267730713
40550,2.4690782117843626
40600,2.470293974876404
40650,2.4682250118255613
40700,2.462023181915283
40750,2.4686256504058837
40800,2.4635953187942503
40850,2.467801237106323
40900,2.471763401031494
40950,2.4681339263916016
41000,2.4649968767166137
41050,2.464036226272583
41100,2.470603303909302
41150,2.466998987197876
41200,2.4618399858474733
41250,2.46003604888916
41300,2.455903992652893
41350,2.4592956781387327
41400,2.4706542253494264
41450,2.4610502576828
41500,2.4636725616455077
41550,2.4689180517196654
41600,2.4620564699172975
41650,2.4653866291046143
41700,2.4593556213378904
41750,2.467387623786926
41800,2.4683939027786255
41850,2.456911492347717
41900,2.4619940280914308
41950,2.4633172750473022
42000,2.454226098060608
42050,2.458116888999939
42100,2.4518917560577393
42150,2.452217936515808
42200,2.452549991607666
42250,2.450807375907898
42300,2.455322518348694
42350,2.453071517944336
42400,2.4483799743652344
42450,2.454281377792358
42500,2.451546998023987
42550,2.4553017473220824
42600,2.4488462352752687
42650,2.4517868900299074
42700,2.4467288875579833
42750,2.456576080322266
42800,2.4511431646347046
42850,2.447225852012634
42900,2.4515282344818115
42950,2.4572015476226805
43000,2.4506730699539183
43050,2.448037528991699
43100,2.4615837717056275
43150,2.4396334981918333
43200,2.4595712757110597
43250,2.4426716232299803
43300,2.4515966415405273
43350,2.450149221420288
43400,2.4405807495117187
43450,2.444948716163635
43500,2.4494656896591187
43550,2.4514794540405274
43600,2.4454821443557737
43650,2.4436576128005982
43700,2.4418854761123656
43750,2.4445537424087522
43800,2.4491050338745115
43850,2.448995728492737
43900,2.445310287475586
43950,2.4478086948394777
44000,2.450722031593323
44050,2.448417077064514
44100,2.4447797393798827
44150,2.449475622177124
44200,2.4491013431549074
44250,2.45564416885376
44300,2.4543356990814207
44350,2.4463545513153075
44400,2.4408915758132936
44450,2.4467816972732543
44500,2.455459642410278
44550,2.4431434583663942
44600,2.4389425468444825
44650,2.4451544094085693
44700,2.4549859952926636
44750,2.458032684326172
44800,2.4492804765701295
44850,2.444059681892395
44900,2.4478196620941164
44950,2.44975483417511
45000,2.447009606361389
